gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CancerHR-proficient	CancerHRD	DC	EC	Fibroblast	Mast	Myeloid	T_cell
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS01C6805BA	0.003	0.041	0.022	0.158	0.001	0.001	0.049	0.543	0.008
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0A13FF479	0.003	0.041	0.022	0.158	0.001	0.001	0.049	0.543	0.008
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS033FF1896	0.0	0.065	0.003	0.001	0.002	0.001	0.0	0.001	0.0
IL20	Q9NYY1	False	IL20_HUMAN		CPI-CS065C78487	0.0	0.065	0.003	0.001	0.002	0.001	0.0	0.001	0.0
IL19	Q9UHD0	False	IL19_HUMAN		CPI-CS07DF0B644	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.002	0.0
IL21	Q9HBE4	False	IL21_HUMAN		CPI-CS08C1C42FF	0.0	0.0	0.002	0.002	0.0	0.001	0.0	0.0	0.025
IL22	Q9GZX6	False	IL22_HUMAN		CPI-CS0EB4E25E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL26	Q9NPH9	False	IL26_HUMAN		CPI-CS0F1386400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-CS0A9DE033B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL33	O95760	False	IL33_HUMAN		CPI-CS0552A7387	0.004	0.011	0.008	0.002	0.848	0.116	0.009	0.003	0.003
IL36G	Q9NZH8	False	IL36G_HUMAN		CPI-CS03959C2DF	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
IL36RN	Q9UBH0	False	I36RA_HUMAN		CPI-CS09B4A8389	0.0	0.001	0.003	0.002	0.001	0.0	0.0	0.0	0.0
IL37	Q9NZH6	False	IL37_HUMAN		CPI-CS0EF619259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL3	P08700	False	IL3_HUMAN		CPI-CS0784DAA1D	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
IL6	P05231	False	IL6_HUMAN		CPI-CS023BD53E7	0.056	0.002	0.003	0.006	0.06	0.019	0.0	0.082	0.0
IL7	P13232	False	IL7_HUMAN		CPI-CS08B606C20	0.064	0.003	0.008	0.019	0.014	0.027	0.0	0.033	0.023
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-CS0E318EE6C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.027	0.013	0.014	0.003	0.214	0.043	0.005	0.003	0.087
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.002	0.001	0.001	0.016	0.0	0.005	0.0	0.0	0.002
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.002	0.001	0.001	0.016	0.0	0.005	0.0	0.0	0.002
FGF8	P55075	False	FGF8_HUMAN		CPI-SS07BA4A3B7	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS0D99CC068	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.821	0.039	0.058	1.161	0.022	0.02	0.34	0.929	0.093
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.003	0.004	0.0	0.015	0.004	0.003	0.0	0.001
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0EE9E214A	0.0	0.001	0.0	0.0	0.0	0.002	0.005	0.0	0.002
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.039	0.033	0.041	0.072	0.133	0.078	0.045	0.07	0.065
FGF20	Q9NP95	False	FGF20_HUMAN		CPI-SS0BE5B4FCD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.0	0.001	0.001	0.0	0.013	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.0	0.001	0.001	0.0	0.013	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.0	0.001	0.001	0.0	0.013	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.0	0.001	0.001	0.0	0.013	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.0	0.001	0.001	0.0	0.013	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.0	0.001	0.001	0.0	0.013	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0B34CBA4B	0.005	0.024	0.017	0.009	0.002	0.003	0.008	0.003	0.138
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.005	0.024	0.017	0.009	0.002	0.003	0.008	0.003	0.138
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.0	0.01	0.006	0.134	0.119	0.072	0.0	0.013	0.001
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.0	0.01	0.006	0.134	0.119	0.072	0.0	0.013	0.001
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.0	0.001	0.002	0.0	0.002	0.067	0.0	0.0	0.001
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.0	0.001	0.002	0.0	0.002	0.067	0.0	0.0	0.001
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0D81D9F5E	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.003	0.105	0.041	0.0	0.374	0.061	0.0	0.006	0.003
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0A0DE9CD6	0.003	0.105	0.041	0.0	0.374	0.061	0.0	0.006	0.003
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.001	0.045	0.083	0.028	0.004	0.153	0.0	0.015	0.002
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.003	0.002	0.009	0.225	0.024	0.002	0.0	0.002	0.001
OSM	P13725	False	ONCM_HUMAN		CPI-CS0E661878B	0.002	0.005	0.005	0.044	0.002	0.001	0.043	0.212	0.052
OSM	P13725	False	ONCM_HUMAN		CPI-CS06D50EBF8	0.002	0.005	0.005	0.044	0.002	0.001	0.043	0.212	0.052
LIF	P15018	False	LIF_HUMAN		CPI-CS07B61574B	0.0	0.002	0.006	0.005	0.0	0.01	0.491	0.009	0.012
AGRN	O00468	False	AGRIN_HUMAN		CPI-CS04D748A7D	0.006	0.148	0.104	0.036	0.398	0.298	0.015	0.121	0.013
FPR2	P25090	False	FPR2_HUMAN		CPI-CS0C94B5884	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-CS0FC36F030	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.001	0.011	0.012	0.233	0.001	0.001	0.006	0.503	0.001
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	0.003	0.019	0.024	0.287	0.003	0.005	0.0	1.008	0.002
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.001	0.007	0.012	0.0	0.0	0.001	0.003	0.001	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.001	0.007	0.012	0.0	0.0	0.001	0.003	0.001	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0
APOBR	Q0VD83	False	APOBR_HUMAN		CPI-SS00BE17C71	0.004	0.008	0.008	0.184	0.001	0.002	0.154	0.282	0.055
THRB	P10828	False	THB_HUMAN		CPI-CS0245870E9	0.007	0.076	0.016	0.012	0.014	0.087	0.0	0.012	0.001
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS01F46C4AB	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0734D2DA8	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0BF15C2D4	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0F103D7A7	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS050876F99	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0102731DE	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS07447802E	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS001BD48FB	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0D2044B87	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0D5AAA463	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0E161B905	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS02879E156	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0A21B9682	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS001D0E553	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS042439610	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS02AF6643F	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS062CEFDBE	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS02CFD3215	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS05E7290A6	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0851A1599	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0514C14A6	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS050373228	0.009	0.036	0.038	0.004	0.014	0.724	0.019	0.007	0.01
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS00E2C8381	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0F1E79A03	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS02ADD742C	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0A93EEAEB	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0648E8525	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0429E615A	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS002CC4C02	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS01E6C2BB8	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0DF9024C0	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS036707F4C	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0FE9D6F11	0.015	0.102	0.22	0.016	0.044	0.181	0.0	0.014	0.011
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0CCE526F7	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS007954822	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0123EE122	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EBBBD522	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0AC8C45C5	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS01072357C	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0961DD05D	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS02704D1B8	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0A10C2A8F	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EE63435D	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS03BC3A729	0.008	0.033	0.054	0.002	0.021	0.538	0.01	0.003	0.003
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0F05B138C	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS03F33B34C	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0F41AC8EC	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS00877D499	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0ED630027	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0C283076A	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0D861FC88	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0C95AC883	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0E9BE6A4E	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0661CE946	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS08F783A87	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS08643DD8A	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS07A42979A	0.064	0.237	0.242	0.071	0.1	2.542	0.048	0.05	0.07
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0CD97BA9B	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS03C93A8FE	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0F5CC57E2	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS04662DF1A	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0CCD1017B	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS09BDB5618	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0BE97E181	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS017D5AA63	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0146C75AD	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS068E97BDA	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D10CE481	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS010F961E8	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS015ED6D03	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS02682D84C	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D192A275	0.013	0.018	0.136	0.004	0.001	0.005	0.0	0.018	0.007
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.159	0.01	0.009	0.031	0.016	0.006	0.004	0.018	0.316
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.009	0.148	0.144	0.022	0.035	1.259	0.022	0.06	0.014
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.009	0.148	0.144	0.022	0.035	1.259	0.022	0.06	0.014
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.01	0.006	0.01	0.014	0.016	0.146	0.0	0.002	0.001
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.005	0.015	0.027	0.001	0.006	0.28	0.006	0.006	0.001
AMH	P03971	False	MIS_HUMAN		CPI-CS0724C54D2	0.001	0.022	0.018	0.004	0.0	0.005	0.0	0.001	0.001
AMH	P03971	False	MIS_HUMAN		CPI-CS0F32EB9F1	0.001	0.022	0.018	0.004	0.0	0.005	0.0	0.001	0.001
AMH	P03971	False	MIS_HUMAN		CPI-CS0B5D1E156	0.001	0.022	0.018	0.004	0.0	0.005	0.0	0.001	0.001
MICB	Q29980	False	MICB_HUMAN		CPI-CS088059426	0.075	0.014	0.016	0.059	0.02	0.019	0.065	0.077	0.103
MICA	Q29983	False	MICA_HUMAN		CPI-CS0125C709C	0.036	0.077	0.048	0.089	0.132	0.125	0.087	0.102	0.084
RAET1L	Q5VY80	False	RET1L_HUMAN		CPI-CS06BF2DA72	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0
RAET1G	Q6H3X3	False	RET1G_HUMAN		CPI-CS0EFC3DBAF	0.0	0.0	0.001	0.0	0.008	0.005	0.0	0.0	0.0
RAET1E	Q8TD07	False	N2DL4_HUMAN		CPI-CS0900D8465	0.0	0.001	0.001	0.0	0.015	0.0	0.0	0.0	0.0
ULBP3	Q9BZM4	False	N2DL3_HUMAN		CPI-CS04AC85773	0.001	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.004
ULBP2	Q9BZM5	False	N2DL2_HUMAN		CPI-CS0CF4B0B76	0.0	0.002	0.019	0.001	0.018	0.007	0.0	0.002	0.005
ULBP1	Q9BZM6	False	N2DL1_HUMAN		CPI-CS036E570BB	0.0	0.001	0.003	0.0	0.001	0.001	0.0	0.001	0.001
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS060B4E81F	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS05AEAC684	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS02FBABE5A	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.0	0.002	0.002	0.003	0.001	0.0	0.0	0.089	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.017	0.073	0.07	0.023	0.154	0.082	0.027	0.054	0.041
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.001	0.007	0.016	0.002	0.002	0.104	0.003	0.004	0.001
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.001	0.007	0.016	0.002	0.002	0.104	0.003	0.004	0.001
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS075189979	0.001	0.008	0.006	0.004	0.023	0.033	0.003	0.002	0.017
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.001	0.008	0.006	0.004	0.023	0.033	0.003	0.002	0.017
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.101	0.302	0.108	0.527	0.016	0.505	0.198	0.327	0.122
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.101	0.302	0.108	0.527	0.016	0.505	0.198	0.327	0.122
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.101	0.302	0.108	0.527	0.016	0.505	0.198	0.327	0.122
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.02	0.01	0.008	0.11	0.725	0.019	0.008	0.028	0.006
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.02	0.01	0.008	0.11	0.725	0.019	0.008	0.028	0.006
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.02	0.01	0.008	0.11	0.725	0.019	0.008	0.028	0.006
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.002	0.082	0.059	0.01	0.028	0.635	0.003	0.01	0.004
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.002	0.082	0.059	0.01	0.028	0.635	0.003	0.01	0.004
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.002	0.082	0.059	0.01	0.028	0.635	0.003	0.01	0.004
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0F21DBF93	0.002	0.082	0.059	0.01	0.028	0.635	0.003	0.01	0.004
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.002	0.082	0.059	0.01	0.028	0.635	0.003	0.01	0.004
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	0.002	0.082	0.059	0.01	0.028	0.635	0.003	0.01	0.004
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.004	0.08	0.089	0.001	0.015	0.386	0.0	0.003	0.003
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.177	0.049	0.036	0.186	0.022	0.017	0.447	0.297	0.434
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.177	0.049	0.036	0.186	0.022	0.017	0.447	0.297	0.434
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS059EC4FAE	0.177	0.049	0.036	0.186	0.022	0.017	0.447	0.297	0.434
